name,uid,code,parent,shortName,level,openingDate
Gomba Village,Gomba Village,Gomba Village,Gihanga Cell,Gomba,6,01-01-00
Kirimbi Village,Kirimbi Village,Kirimbi Village,Gihanga Cell,Kirimbi,6,01-01-00
Nkurura Village,Nkurura Village,Nkurura Village,Gihanga Cell,Nkurura,6,01-01-00
Runaba Village,Runaba Village,Runaba Village,Gihanga Cell,Runaba,6,01-01-00
Rusambya Village,Rusambya Village,Rusambya Village,Gihanga Cell,Rusambya,6,01-01-00
Gishambashayo Cell,Gishambashayo Cell,Gishambashayo Cell,Rubaya Sector,Gishambashayo,5,01-01-00
Gashiru Village,Gashiru Village,Gashiru Village,Gishambashayo Cell,Gashiru,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Gishambashayo Cell,Karambo,6,01-01-00
Gishari Cell,Gishari Cell,Gishari Cell,Rubaya Sector,Gishari,5,01-01-00
Kabaya Village,Kabaya Village,Kabaya Village,Gishari Cell,Kabaya,6,01-01-00
Kagugo Village,Kagugo Village,Kagugo Village,Gishari Cell,Kagugo,6,01-01-00
Mugote Village,Mugote Village,Mugote Village,Gishari Cell,Mugote,6,01-01-00
Nyakesha Village,Nyakesha Village,Nyakesha Village,Gishari Cell,Nyakesha,6,01-01-00
Muguramo Cell,Muguramo Cell,Muguramo Cell,Rubaya Sector,Muguramo,5,01-01-00
Centre Rubaya Village,Centre Rubaya Village,Centre Rubaya Village,Muguramo Cell,Centre Rubaya,6,01-01-00
Gasheke Village,Gasheke Village,Gasheke Village,Muguramo Cell,Gasheke,6,01-01-00
Mabare Village,Mabare Village,Mabare Village,Muguramo Cell,Mabare,6,01-01-00
Ngange Village,Ngange Village,Ngange Village,Muguramo Cell,Ngange,6,01-01-00
Nyamiyaga Cell,Nyamiyaga Cell,Nyamiyaga Cell,Rubaya Sector,Nyamiyaga,5,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Nyamiyaga Cell,Kabeza,6,01-01-00
Kiriba Village,Kiriba Village,Kiriba Village,Nyamiyaga Cell,Kiriba,6,01-01-00
Mariba Village,Mariba Village,Mariba Village,Nyamiyaga Cell,Mariba,6,01-01-00
Rukomo Sector,Rukomo Sector,Rukomo Sector,Gicumbi District,Rukomo,4,01-01-00
Cyeya Cell,Cyeya Cell,Cyeya Cell,Rukomo Sector,Cyeya,5,01-01-00
Birambo Village,Birambo Village,Birambo Village,Cyeya Cell,Birambo,6,01-01-00
Bisika Village,Bisika Village,Bisika Village,Cyeya Cell,Bisika,6,01-01-00
Bwuhira Village,Bwuhira Village,Bwuhira Village,Cyeya Cell,Bwuhira,6,01-01-00
Gateke Village,Gateke Village,Gateke Village,Cyeya Cell,Gateke,6,01-01-00
Kanombe Village,Kanombe Village,Kanombe Village,Cyeya Cell,Kanombe,6,01-01-00
Rwambungo Village,Rwambungo Village,Rwambungo Village,Cyeya Cell,Rwambungo,6,01-01-00
Cyuru Cell,Cyuru Cell,Cyuru Cell,Rukomo Sector,Cyuru,5,01-01-00
Bukamba Village,Bukamba Village,Bukamba Village,Cyuru Cell,Bukamba,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Cyuru Cell,Kabuga,6,01-01-00
Karengo Village,Karengo Village,Karengo Village,Cyuru Cell,Karengo,6,01-01-00
Kimiko Village,Kimiko Village,Kimiko Village,Cyuru Cell,Kimiko,6,01-01-00
Muhama Village,Muhama Village,Muhama Village,Cyuru Cell,Muhama,6,01-01-00
Nyamutezi Village,Nyamutezi Village,Nyamutezi Village,Cyuru Cell,Nyamutezi,6,01-01-00
Sabiro Village,Sabiro Village,Sabiro Village,Cyuru Cell,Sabiro,6,01-01-00
Gisiza Cell,Gisiza Cell,Gisiza Cell,Rukomo Sector,Gisiza,5,01-01-00
Gatare Village,Gatare Village,Gatare Village,Gisiza Cell,Gatare,6,01-01-00
Gitaba Village,Gitaba Village,Gitaba Village,Gisiza Cell,Gitaba,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Gisiza Cell,Karambi,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Gisiza Cell,Nyarubuye,6,01-01-00
Rushubi Village,Rushubi Village,Rushubi Village,Gisiza Cell,Rushubi,6,01-01-00
Rusumo Village,Rusumo Village,Rusumo Village,Gisiza Cell,Rusumo,6,01-01-00
Kinyami Cell,Kinyami Cell,Kinyami Cell,Rukomo Sector,Kinyami,5,01-01-00
Gahondo Village,Gahondo Village,Gahondo Village,Kinyami Cell,Gahondo,6,01-01-00
Gasharara Village,Gasharara Village,Gasharara Village,Kinyami Cell,Gasharara,6,01-01-00
Kariba Village,Kariba Village,Kariba Village,Kinyami Cell,Kariba,6,01-01-00
Kivugiza Village,Kivugiza Village,Kivugiza Village,Kinyami Cell,Kivugiza,6,01-01-00
Meshero Village,Meshero Village,Meshero Village,Kinyami Cell,Meshero,6,01-01-00
Rukomo Village,Rukomo Village,Rukomo Village,Kinyami Cell,Rukomo,6,01-01-00
Ryarubanza Village,Ryarubanza Village,Ryarubanza Village,Kinyami Cell,Ryarubanza,6,01-01-00
Mabare Cell,Mabare Cell,Mabare Cell,Rukomo Sector,Mabare,5,01-01-00
Cyingoma Village,Cyingoma Village,Cyingoma Village,Mabare Cell,Cyingoma,6,01-01-00
Kanyiramana Village,Kanyiramana Village,Kanyiramana Village,Mabare Cell,Kanyiramana,6,01-01-00
Kararama Village,Kararama Village,Kararama Village,Mabare Cell,Kararama,6,01-01-00
Kayungwe Village,Kayungwe Village,Kayungwe Village,Mabare Cell,Kayungwe,6,01-01-00
Mburamazi Village,Mburamazi Village,Mburamazi Village,Mabare Cell,Mburamazi,6,01-01-00
Murambo Village,Murambo Village,Murambo Village,Mabare Cell,Murambo,6,01-01-00
Ryandinda Village,Ryandinda Village,Ryandinda Village,Mabare Cell,Ryandinda,6,01-01-00
Munyinya Cell,Munyinya Cell,Munyinya Cell,Rukomo Sector,Munyinya,5,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Munyinya Cell,Kabeza,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Munyinya Cell,Kabuga,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Munyinya Cell,Mataba,6,01-01-00
Munyinya Village,Munyinya Village,Munyinya Village,Munyinya Cell,Munyinya,6,01-01-00
Nyankokoma Village,Nyankokoma Village,Nyankokoma Village,Munyinya Cell,Nyankokoma,6,01-01-00
Rwamushumba Village,Rwamushumba Village,Rwamushumba Village,Munyinya Cell,Rwamushumba,6,01-01-00
Rushaki Sector,Rushaki Sector,Rushaki Sector,Gicumbi District,Rushaki,4,01-01-00
Gitega Cell,Gitega Cell,Gitega Cell,Rushaki Sector,Gitega,5,01-01-00
Bugwe Village,Bugwe Village,Bugwe Village,Gitega Cell,Bugwe,6,01-01-00
Gisiza Village,Gisiza Village,Gisiza Village,Gitega Cell,Gisiza,6,01-01-00
Gitega Village,Gitega Village,Gitega Village,Gitega Cell,Gitega,6,01-01-00
Kabo Village,Kabo Village,Kabo Village,Gitega Cell,Kabo,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Gitega Cell,Karambi,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Gitega Cell,Karambo,6,01-01-00
Rubyiro Village,Rubyiro Village,Rubyiro Village,Gitega Cell,Rubyiro,6,01-01-00
Ryaruganzu Village,Ryaruganzu Village,Ryaruganzu Village,Gitega Cell,Ryaruganzu,6,01-01-00
Kamutora Cell,Kamutora Cell,Kamutora Cell,Rushaki Sector,Kamutora,5,01-01-00
Gashinge Village,Gashinge Village,Gashinge Village,Kamutora Cell,Gashinge,6,01-01-00
Kabuga Village,Kabuga Village,Kabuga Village,Kamutora Cell,Kabuga,6,01-01-00
Kamutora Village,Kamutora Village,Kamutora Village,Kamutora Cell,Kamutora,6,01-01-00
Karwoga Village,Karwoga Village,Karwoga Village,Kamutora Cell,Karwoga,6,01-01-00
Mabare Village,Mabare Village,Mabare Village,Kamutora Cell,Mabare,6,01-01-00
Nkamba Village,Nkamba Village,Nkamba Village,Kamutora Cell,Nkamba,6,01-01-00
Nyamyumba Village,Nyamyumba Village,Nyamyumba Village,Kamutora Cell,Nyamyumba,6,01-01-00
Remera Village,Remera Village,Remera Village,Kamutora Cell,Remera,6,01-01-00
Karurama Cell,Karurama Cell,Karurama Cell,Rushaki Sector,Karurama,5,01-01-00
C. Rushaki Village,C. Rushaki Village,C. Rushaki Village,Karurama Cell,C. Rushaki,6,01-01-00
Gatonde Village,Gatonde Village,Gatonde Village,Karurama Cell,Gatonde,6,01-01-00
Izinga Village,Izinga Village,Izinga Village,Karurama Cell,Izinga,6,01-01-00
Mbuga Village,Mbuga Village,Mbuga Village,Karurama Cell,Mbuga,6,01-01-00
Ngabira Village,Ngabira Village,Ngabira Village,Karurama Cell,Ngabira,6,01-01-00
Nyaruhanga Village,Nyaruhanga Village,Nyaruhanga Village,Karurama Cell,Nyaruhanga,6,01-01-00
Rumuri Village,Rumuri Village,Rumuri Village,Karurama Cell,Rumuri,6,01-01-00
Rwaranda Village,Rwaranda Village,Rwaranda Village,Karurama Cell,Rwaranda,6,01-01-00
Rutare Sector,Rutare Sector,Rutare Sector,Gicumbi District,Rutare,4,01-01-00
Bikumba Cell,Bikumba Cell,Bikumba Cell,Rutare Sector,Bikumba,5,01-01-00
Karugeyo Village,Karugeyo Village,Karugeyo Village,Bikumba Cell,Karugeyo,6,01-01-00
Kintaganirwa Village,Kintaganirwa Village,Kintaganirwa Village,Bikumba Cell,Kintaganirwa,6,01-01-00
Marembo Village,Marembo Village,Marembo Village,Bikumba Cell,Marembo,6,01-01-00
Matyazo Village,Matyazo Village,Matyazo Village,Bikumba Cell,Matyazo,6,01-01-00
Nyabisindu Village,Nyabisindu Village,Nyabisindu Village,Bikumba Cell,Nyabisindu,6,01-01-00
Gasharu Cell,Gasharu Cell,Gasharu Cell,Rutare Sector,Gasharu,5,01-01-00
Buyegero Village,Buyegero Village,Buyegero Village,Gasharu Cell,Buyegero,6,01-01-00
Kabagabo Village,Kabagabo Village,Kabagabo Village,Gasharu Cell,Kabagabo,6,01-01-00
Kabusunzu Village,Kabusunzu Village,Kabusunzu Village,Gasharu Cell,Kabusunzu,6,01-01-00
Kagarama Village,Kagarama Village,Kagarama Village,Gasharu Cell,Kagarama,6,01-01-00
Rwimbogo Village,Rwimbogo Village,Rwimbogo Village,Gasharu Cell,Rwimbogo,6,01-01-00
Yogi Village,Yogi Village,Yogi Village,Gasharu Cell,Yogi,6,01-01-00
Gatwaro Cell,Gatwaro Cell,Gatwaro Cell,Rutare Sector,Gatwaro,5,01-01-00
Bureranyana Village,Bureranyana Village,Bureranyana Village,Gatwaro Cell,Bureranyana,6,01-01-00
Gashinya Village,Gashinya Village,Gashinya Village,Gatwaro Cell,Gashinya,6,01-01-00
Kabira Village,Kabira Village,Kabira Village,Gatwaro Cell,Kabira,6,01-01-00
Kanaba Village,Kanaba Village,Kanaba Village,Gatwaro Cell,Kanaba,6,01-01-00
Kigabiro Cell,Kigabiro Cell,Kigabiro Cell,Rutare Sector,Kigabiro,5,01-01-00
Kabuye Village,Kabuye Village,Kabuye Village,Kigabiro Cell,Kabuye,6,01-01-00
Munini Village,Munini Village,Munini Village,Kigabiro Cell,Munini,6,01-01-00
Nyakabingo Village,Nyakabingo Village,Nyakabingo Village,Kigabiro Cell,Nyakabingo,6,01-01-00
Nyakavunga Village,Nyakavunga Village,Nyakavunga Village,Kigabiro Cell,Nyakavunga,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Kigabiro Cell,Rugarama,6,01-01-00
Munanira Cell,Munanira Cell,Munanira Cell,Rutare Sector,Munanira,5,01-01-00
Bushokanyambo Village,Bushokanyambo Village,Bushokanyambo Village,Munanira Cell,Bushokanyambo,6,01-01-00
Gasharu Village,Gasharu Village,Gasharu Village,Munanira Cell,Gasharu,6,01-01-00
Kirwa Village,Kirwa Village,Kirwa Village,Munanira Cell,Kirwa,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Munanira Cell,Mataba,6,01-01-00
Ruti Village,Ruti Village,Ruti Village,Munanira Cell,Ruti,6,01-01-00
Nkoto Cell,Nkoto Cell,Nkoto Cell,Rutare Sector,Nkoto,5,01-01-00
Bariza Village,Bariza Village,Bariza Village,Nkoto Cell,Bariza,6,01-01-00
Bwangamwanda Village,Bwangamwanda Village,Bwangamwanda Village,Nkoto Cell,Bwangamwanda,6,01-01-00
Murehe Village,Murehe Village,Murehe Village,Nkoto Cell,Murehe,6,01-01-00
Nyagatoma Village,Nyagatoma Village,Nyagatoma Village,Nkoto Cell,Nyagatoma,6,01-01-00
Nyansenge Village,Nyansenge Village,Nyansenge Village,Nkoto Cell,Nyansenge,6,01-01-00
Ruvune Sector,Ruvune Sector,Ruvune Sector,Gicumbi District,Ruvune,4,01-01-00
Cyandaro Cell,Cyandaro Cell,Cyandaro Cell,Ruvune Sector,Cyandaro,5,01-01-00
Karambo Village,Karambo Village,Karambo Village,Cyandaro Cell,Karambo,6,01-01-00
Kigarama Village,Kigarama Village,Kigarama Village,Cyandaro Cell,Kigarama,6,01-01-00
Mushesho Village,Mushesho Village,Mushesho Village,Cyandaro Cell,Mushesho,6,01-01-00
Nyankokoma Village,Nyankokoma Village,Nyankokoma Village,Cyandaro Cell,Nyankokoma,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Cyandaro Cell,Rugarama,6,01-01-00
Gasambya Cell,Gasambya Cell,Gasambya Cell,Ruvune Sector,Gasambya,5,01-01-00
Karambi Village,Karambi Village,Karambi Village,Gasambya Cell,Karambi,6,01-01-00
Kirara Village,Kirara Village,Kirara Village,Gasambya Cell,Kirara,6,01-01-00
Mataba Village,Mataba Village,Mataba Village,Gasambya Cell,Mataba,6,01-01-00
Nyamirama Village,Nyamirama Village,Nyamirama Village,Gasambya Cell,Nyamirama,6,01-01-00
Ruhete Village,Ruhete Village,Ruhete Village,Gasambya Cell,Ruhete,6,01-01-00
Ryasunzu Village,Ryasunzu Village,Ryasunzu Village,Gasambya Cell,Ryasunzu,6,01-01-00
Gashirira Cell,Gashirira Cell,Gashirira Cell,Ruvune Sector,Gashirira,5,01-01-00
Kagasha Village,Kagasha Village,Kagasha Village,Gashirira Cell,Kagasha,6,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Gashirira Cell,Nyarubuye,6,01-01-00
Nyarurama Village,Nyarurama Village,Nyarurama Village,Gashirira Cell,Nyarurama,6,01-01-00
Nyarwina Village,Nyarwina Village,Nyarwina Village,Gashirira Cell,Nyarwina,6,01-01-00
Remera Village,Remera Village,Remera Village,Gashirira Cell,Remera,6,01-01-00
Rugerero Village,Rugerero Village,Rugerero Village,Gashirira Cell,Rugerero,6,01-01-00
Kabare Cell,Kabare Cell,Kabare Cell,Ruvune Sector,Kabare,5,01-01-00
Buyanja Village,Buyanja Village,Buyanja Village,Kabare Cell,Buyanja,6,01-01-00
Murehe Village,Murehe Village,Murehe Village,Kabare Cell,Murehe,6,01-01-00
Nyarusange Village,Nyarusange Village,Nyarusange Village,Kabare Cell,Nyarusange,6,01-01-00
Taba Village,Taba Village,Taba Village,Kabare Cell,Taba,6,01-01-00
Rebero Cell,Rebero Cell,Rebero Cell,Ruvune Sector,Rebero,5,01-01-00
Bitoma Village,Bitoma Village,Bitoma Village,Rebero Cell,Bitoma,6,01-01-00
Burambo Village,Burambo Village,Burambo Village,Rebero Cell,Burambo,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Rebero Cell,Gatare,6,01-01-00
Kirwa Village,Kirwa Village,Kirwa Village,Rebero Cell,Kirwa,6,01-01-00
Mwanza Village,Mwanza Village,Mwanza Village,Rebero Cell,Mwanza,6,01-01-00
Rwaburegeya Village,Rwaburegeya Village,Rwaburegeya Village,Rebero Cell,Rwaburegeya,6,01-01-00
Rwamiko Village,Rwamiko Village,Rwamiko Village,Rebero Cell,Rwamiko,6,01-01-00
Sunzu Village,Sunzu Village,Sunzu Village,Rebero Cell,Sunzu,6,01-01-00
Ruhondo Cell,Ruhondo Cell,Ruhondo Cell,Ruvune Sector,Ruhondo,5,01-01-00
Gatoki Village,Gatoki Village,Gatoki Village,Ruhondo Cell,Gatoki,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Ruhondo Cell,Karambo,6,01-01-00
Kirwa Village,Kirwa Village,Kirwa Village,Ruhondo Cell,Kirwa,6,01-01-00
Mugorore Village,Mugorore Village,Mugorore Village,Ruhondo Cell,Mugorore,6,01-01-00
Nyagakizi Village,Nyagakizi Village,Nyagakizi Village,Ruhondo Cell,Nyagakizi,6,01-01-00
Nyakaju Village,Nyakaju Village,Nyakaju Village,Ruhondo Cell,Nyakaju,6,01-01-00
Rwinyana Village,Rwinyana Village,Rwinyana Village,Ruhondo Cell,Rwinyana,6,01-01-00
Rwamiko Sector,Rwamiko Sector,Rwamiko Sector,Gicumbi District,Rwamiko,4,01-01-00
Cyeru Cell,Cyeru Cell,Cyeru Cell,Rwamiko Sector,Cyeru,5,01-01-00
Bugarura Village,Bugarura Village,Bugarura Village,Cyeru Cell,Bugarura,6,01-01-00
Gabiro Village,Gabiro Village,Gabiro Village,Cyeru Cell,Gabiro,6,01-01-00
Kamurenzi Village,Kamurenzi Village,Kamurenzi Village,Cyeru Cell,Kamurenzi,6,01-01-00
Karika Village,Karika Village,Karika Village,Cyeru Cell,Karika,6,01-01-00
Mukuyu Village,Mukuyu Village,Mukuyu Village,Cyeru Cell,Mukuyu,6,01-01-00
Murambi Village,Murambi Village,Murambi Village,Cyeru Cell,Murambi,6,01-01-00
Nyagasozi Village,Nyagasozi Village,Nyagasozi Village,Cyeru Cell,Nyagasozi,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Cyeru Cell,Rugarama,6,01-01-00
Kigabiro Cell,Kigabiro Cell,Kigabiro Cell,Rwamiko Sector,Kigabiro,5,01-01-00
Cyiri Village,Cyiri Village,Cyiri Village,Kigabiro Cell,Cyiri,6,01-01-00
Kabira Village,Kabira Village,Kabira Village,Kigabiro Cell,Kabira,6,01-01-00
Kanyove Village,Kanyove Village,Kanyove Village,Kigabiro Cell,Kanyove,6,01-01-00
Karangara Village,Karangara Village,Karangara Village,Kigabiro Cell,Karangara,6,01-01-00
Mutambiko Village,Mutambiko Village,Mutambiko Village,Kigabiro Cell,Mutambiko,6,01-01-00
Rubuye Village,Rubuye Village,Rubuye Village,Kigabiro Cell,Rubuye,6,01-01-00
Nyagahinga Cell,Nyagahinga Cell,Nyagahinga Cell,Rwamiko Sector,Nyagahinga,5,01-01-00
Kabusunzu Village,Kabusunzu Village,Kabusunzu Village,Nyagahinga Cell,Kabusunzu,6,01-01-00
Kibiraro Village,Kibiraro Village,Kibiraro Village,Nyagahinga Cell,Kibiraro,6,01-01-00
Kigaga Village,Kigaga Village,Kigaga Village,Nyagahinga Cell,Kigaga,6,01-01-00
Ntaremba Village,Ntaremba Village,Ntaremba Village,Nyagahinga Cell,Ntaremba,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Nyagahinga Cell,Rugarama,6,01-01-00
Shangasha Sector,Shangasha Sector,Shangasha Sector,Gicumbi District,Shangasha,4,01-01-00
Bushara Cell,Bushara Cell,Bushara Cell,Shangasha Sector,Bushara,5,01-01-00
Bushara Village,Bushara Village,Bushara Village,Bushara Cell,Bushara,6,01-01-00
Gasura Village,Gasura Village,Gasura Village,Bushara Cell,Gasura,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Bushara Cell,Gatare,6,01-01-00
Nganzo Village,Nganzo Village,Nganzo Village,Bushara Cell,Nganzo,6,01-01-00
Kitazigurwa Cell,Kitazigurwa Cell,Kitazigurwa Cell,Shangasha Sector,Kitazigurwa,5,01-01-00
Gacyamo Village,Gacyamo Village,Gacyamo Village,Kitazigurwa Cell,Gacyamo,6,01-01-00
Iharama Village,Iharama Village,Iharama Village,Kitazigurwa Cell,Iharama,6,01-01-00
Mubuga Village,Mubuga Village,Mubuga Village,Kitazigurwa Cell,Mubuga,6,01-01-00
Ntomvu Village,Ntomvu Village,Ntomvu Village,Kitazigurwa Cell,Ntomvu,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Kitazigurwa Cell,Rugarama,6,01-01-00
Nyabishambi Cell,Nyabishambi Cell,Nyabishambi Cell,Shangasha Sector,Nyabishambi,5,01-01-00
Gasiza Village,Gasiza Village,Gasiza Village,Nyabishambi Cell,Gasiza,6,01-01-00
Kagali Village,Kagali Village,Kagali Village,Nyabishambi Cell,Kagali,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Nyabishambi Cell,Karambo,6,01-01-00
Matyazo Village,Matyazo Village,Matyazo Village,Nyabishambi Cell,Matyazo,6,01-01-00
Murambo Village,Murambo Village,Murambo Village,Nyabishambi Cell,Murambo,6,01-01-00
Rukiniro Village,Rukiniro Village,Rukiniro Village,Nyabishambi Cell,Rukiniro,6,01-01-00
Rutete Village,Rutete Village,Rutete Village,Nyabishambi Cell,Rutete,6,01-01-00
Nyabubare Cell,Nyabubare Cell,Nyabubare Cell,Shangasha Sector,Nyabubare,5,01-01-00
Bikumba Village,Bikumba Village,Bikumba Village,Nyabubare Cell,Bikumba,6,01-01-00
Irembo Village,Irembo Village,Irembo Village,Nyabubare Cell,Irembo,6,01-01-00
Karuhanga Village,Karuhanga Village,Karuhanga Village,Nyabubare Cell,Karuhanga,6,01-01-00
Nyakabingo Village,Nyakabingo Village,Nyakabingo Village,Nyabubare Cell,Nyakabingo,6,01-01-00
Nyamiyaga Village,Nyamiyaga Village,Nyamiyaga Village,Nyabubare Cell,Nyamiyaga,6,01-01-00
Shangasha Cell,Shangasha Cell,Shangasha Cell,Shangasha Sector,Shangasha,5,01-01-00
Ituze Village,Ituze Village,Ituze Village,Shangasha Cell,Ituze,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Shangasha Cell,Kabeza,6,01-01-00
Kajyanjyali Village,Kajyanjyali Village,Kajyanjyali Village,Shangasha Cell,Kajyanjyali,6,01-01-00
Rugali Village,Rugali Village,Rugali Village,Shangasha Cell,Rugali,6,01-01-00
Runaba Village,Runaba Village,Runaba Village,Shangasha Cell,Runaba,6,01-01-00
Ryamatebura Village,Ryamatebura Village,Ryamatebura Village,Shangasha Cell,Ryamatebura,6,01-01-00
Musanze District,Musanze District,Musanze District,North Province,Musanze,3,01-01-00
Busogo Sector,Busogo Sector,Busogo Sector,Musanze District,Busogo,4,01-01-00
Gisesero Cell,Gisesero Cell,Gisesero Cell,Busogo Sector,Gisesero,5,01-01-00
Gahanga Village,Gahanga Village,Gahanga Village,Gisesero Cell,Gahanga,6,01-01-00
Jabiro Village,Jabiro Village,Jabiro Village,Gisesero Cell,Jabiro,6,01-01-00
Kabaya Village,Kabaya Village,Kabaya Village,Gisesero Cell,Kabaya,6,01-01-00
Nengo Village,Nengo Village,Nengo Village,Gisesero Cell,Nengo,6,01-01-00
Kavumu Cell,Kavumu Cell,Kavumu Cell,Busogo Sector,Kavumu,5,01-01-00
Gatovu Village,Gatovu Village,Gatovu Village,Kavumu Cell,Gatovu,6,01-01-00
Karema Village,Karema Village,Karema Village,Kavumu Cell,Karema,6,01-01-00
Karuriza Village,Karuriza Village,Karuriza Village,Kavumu Cell,Karuriza,6,01-01-00
Mutaboneka Village,Mutaboneka Village,Mutaboneka Village,Kavumu Cell,Mutaboneka,6,01-01-00
Rugeshi Village,Rugeshi Village,Rugeshi Village,Kavumu Cell,Rugeshi,6,01-01-00
Nyagisozi Cell,Nyagisozi Cell,Nyagisozi Cell,Busogo Sector,Nyagisozi,5,01-01-00
Cyasure Village,Cyasure Village,Cyasure Village,Nyagisozi Cell,Cyasure,6,01-01-00
Gora Village,Gora Village,Gora Village,Nyagisozi Cell,Gora,6,01-01-00
Kabwenge Village,Kabwenge Village,Kabwenge Village,Nyagisozi Cell,Kabwenge,6,01-01-00
Kirezi Village,Kirezi Village,Kirezi Village,Nyagisozi Cell,Kirezi,6,01-01-00
Rurembo Village,Rurembo Village,Rurembo Village,Nyagisozi Cell,Rurembo,6,01-01-00
Sahara Cell,Sahara Cell,Sahara Cell,Busogo Sector,Sahara,5,01-01-00
Nyarubuye Village,Nyarubuye Village,Nyarubuye Village,Sahara Cell,Nyarubuye,6,01-01-00
Nyiragaju Village,Nyiragaju Village,Nyiragaju Village,Sahara Cell,Nyiragaju,6,01-01-00
Rubaya Village,Rubaya Village,Rubaya Village,Sahara Cell,Rubaya,6,01-01-00
Ryamukutsi Village,Ryamukutsi Village,Ryamukutsi Village,Sahara Cell,Ryamukutsi,6,01-01-00
Cyuve Sector,Cyuve Sector,Cyuve Sector,Musanze District,Cyuve,4,01-01-00
Bukinanyana Cell,Bukinanyana Cell,Bukinanyana Cell,Cyuve Sector,Bukinanyana,5,01-01-00
Bubandu Village,Bubandu Village,Bubandu Village,Bukinanyana Cell,Bubandu,6,01-01-00
Mubwiza Village,Mubwiza Village,Mubwiza Village,Bukinanyana Cell,Mubwiza,6,01-01-00
Murambi Village,Murambi Village,Murambi Village,Bukinanyana Cell,Murambi,6,01-01-00
Mwidagaduro Village,Mwidagaduro Village,Mwidagaduro Village,Bukinanyana Cell,Mwidagaduro,6,01-01-00
Mwirongi Village,Mwirongi Village,Mwirongi Village,Bukinanyana Cell,Mwirongi,6,01-01-00
Rugeshi Village,Rugeshi Village,Rugeshi Village,Bukinanyana Cell,Rugeshi,6,01-01-00
Buruba Cell,Buruba Cell,Buruba Cell,Cyuve Sector,Buruba,5,01-01-00
Bazizana Village,Bazizana Village,Bazizana Village,Buruba Cell,Bazizana,6,01-01-00
Kabahama Village,Kabahama Village,Kabahama Village,Buruba Cell,Kabahama,6,01-01-00
Kamenantare Village,Kamenantare Village,Kamenantare Village,Buruba Cell,Kamenantare,6,01-01-00
Ruhindinka Village,Ruhindinka Village,Ruhindinka Village,Buruba Cell,Ruhindinka,6,01-01-00
Rutemba Village,Rutemba Village,Rutemba Village,Buruba Cell,Rutemba,6,01-01-00
Ruvumu Village,Ruvumu Village,Ruvumu Village,Buruba Cell,Ruvumu,6,01-01-00
